timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-14T20:39:29,codecarbon,d55c7724-480c-4661-be32-a80dedfca772,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2666.4690473999945,0.020270905885572284,7.602153081558522e-06,42.5,3.103973106675353,11.696177959442139,0.03147888599861002,0.002440919730511984,0.008660992745524353,0.04258079847464634,United States,USA,texas,,,Windows-11-10.0.22631-SP0,3.12.4,2.7.1,12,AMD Ryzen 5 7640HS w/ Radeon 760M Graphics,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,-95.4337,29.6865,31.189807891845703,machine,N,1.0
