1.006800348,0.853299916,75.93179,75.314,76.549576,101.45428,95.98414,106.644196,75.314,0.724687956,0.847561121,81.064865,82.09531,80.03443,101.11253,100.77379,101.45016,82.09531,0.865744152,0.850430518,78.4983275,78.704655,78.292003,101.283405,98.378965,104.047178
0.585000141,0.541461468,59.46385,59.847904,59.079803,80.81711,78.9737,82.61939,58.93093,0.416072604,0.470267832,57.34431,58.93093,55.757683,75.31685,75.99964,74.627815,59.847904,0.500536373,0.50586465,58.40408,59.389417,57.418743,78.06698,77.48667,78.6236025
0.448531522,0.436278135,53.321068,54.38478,52.25736,72.54395,73.1835,71.89872,53.287395,0.300634178,0.327768326,48.183414,53.287395,43.07943,62.878616,68.59412,56.588768,54.38478,0.37458285,0.38202323,50.752241,53.8360875,47.668395,67.711283,70.88881,64.243744
0.367582383,0.369662076,49.57169,49.748608,49.39478,66.776245,67.26679,66.28206,48.126614,0.241327204,0.259106368,42.35778,48.126614,36.588943,55.906017,63.695198,46.83895,49.748608,0.304454794,0.314384222,45.964735,48.937611,42.9918615,61.341131,65.480994,56.560505
0.314212433,0.32122758,46.520317,46.948483,46.09216,62.248077,63.59565,60.87068,44.528202,0.211843706,0.227992311,38.94646,44.528202,33.364723,52.442043,60.64068,42.69712,46.948483,0.26302807,0.274609946,42.7333885,45.7383425,39.7284415,57.34506,62.118165,51.7839
0.274997967,0.276848882,43.099754,43.820133,42.37937,57.78843,60.150215,55.325912,43.55992,0.193907648,0.212891117,37.88956,43.55992,32.219196,50.675526,58.923798,40.792206,43.820133,0.234452808,0.24487,40.494657,43.6900265,37.299283,54.231978,59.5370065,48.059059
0.231130089,0.243196607,40.85254,42.74993,38.955143,54.162445,57.569756,50.52588,41.115265,0.185023255,0.20727326,35.88663,41.115265,30.657995,50.002438,58.32424,39.984627,42.74993,0.208076672,0.225234933,38.369585,41.9325975,34.806569,52.0824415,57.946998,45.2552535
0.20653781,0.216967449,38.332203,41.00412,35.660286,51.158382,55.881504,45.952335,41.00412,0.175513376,0.195042849,36.796318,43.034966,30.557667,48.50478,56.724545,38.5714,43.034966,0.191025593,0.206005149,37.5642605,42.019543,33.1089765,49.831581,56.3030245,42.2618675
0.18516728,0.194362909,36.00191,39.50673,32.497093,48.42016,54.106884,41.969856,39.50673,0.166979755,0.187696725,36.11392,42.983543,29.244295,47.582565,56.15066,37.0851,42.983543,0.176073517,0.191029817,36.057915,41.2451365,30.870694,48.0013625,55.128772,39.527478
0.171415485,0.179860249,34.30522,38.178143,30.432297,46.578674,52.794525,39.39395,38.178143,0.158105388,0.16618222,32.94366,38.676434,27.21089,44.77255,52.779064,34.979027,38.676434,0.164760437,0.173021235,33.62444,38.4272885,28.8215935,45.675612,52.7867945,37.1864885
