0.77,0.76,0.72,0.63,0.38,0.07
0.69,0.68,0.64,0.56,0.3,-0.01
0.31,0.3,0.25,0.17,-0.08,-0.43
-0.6,-0.61,-0.64,-0.7,-0.87,-1.15
-4.26,-4.25,-4.22,-4.2,-4.21,-4.29
-7.2,-7.17,-7.08,-6.98,-6.89,-6.91
