3.09,3.05,2.88,2.64,2.09,1.45
3.12,3.08,2.93,2.7,2.14,1.48
2.08,2.06,1.97,1.82,1.4,0.82
-0.44,-0.46,-0.55,-0.68,-1.03,-1.5
-5.02,-5.03,-5.08,-5.17,-5.4,-5.65
-7.17,-7.15,-7.11,-7.07,-7.03,-7.02
