0.2,0.2,0.21,0.2,0.11,-0.08
0.07,0.07,0.08,0.07,-0.02,-0.19
-0.35,-0.35,-0.37,-0.4,-0.52,-0.71
-0.92,-0.93,-0.96,-1.02,-1.19,-1.43
-4.96,-4.95,-4.93,-4.93,-4.98,-5.09
-8.16,-8.13,-8.04,-7.95,-7.87,-7.89
